,OrderId,Rejection Reason
586,ORDER_1476,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
587,ORDER_2476,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
588,ORDER_3906,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
589,ORDER_4476,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
590,ORDER_4906,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
591,ORDER_546,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
592,ORDER_5476,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
593,ORDER_8476,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
594,ORDER_2907,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
595,ORDER_3477,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
596,ORDER_447,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
597,ORDER_4907,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
598,ORDER_547,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
599,ORDER_5477,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
600,ORDER_5907,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
601,ORDER_6477,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
602,ORDER_747,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
603,ORDER_8907,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
604,ORDER_1047,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
605,ORDER_10907,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
606,ORDER_148,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
607,ORDER_248,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
608,ORDER_2908,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
609,ORDER_3478,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
610,ORDER_4478,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
611,ORDER_4908,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
612,ORDER_5908,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
613,ORDER_6908,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
614,ORDER_948,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
615,ORDER_9908,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
616,ORDER_10478,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
617,ORDER_1909,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
618,ORDER_2909,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
619,ORDER_349,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
620,ORDER_449,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
621,ORDER_549,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
622,ORDER_5909,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
623,ORDER_6479,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
624,ORDER_7479,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
625,ORDER_849,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
626,ORDER_8479,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
627,ORDER_8909,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
628,ORDER_10479,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
629,ORDER_10909,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
630,ORDER_150,REJECTED-INVALID LOT SIZE
631,ORDER_1480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
632,ORDER_1910,REJECTED-MISMATCH CURRENCY
633,ORDER_250,REJECTED-INVALID LOT SIZE
634,ORDER_2480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
635,ORDER_2910,REJECTED-MISMATCH CURRENCY
636,ORDER_350,REJECTED-INVALID LOT SIZE
637,ORDER_3910,REJECTED-MISMATCH CURRENCY
638,ORDER_450,REJECTED-INVALID LOT SIZE
639,ORDER_4480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
640,ORDER_4910,REJECTED-MISMATCH CURRENCY
641,ORDER_550,REJECTED-INVALID LOT SIZE
642,ORDER_5480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
643,ORDER_5910,REJECTED-MISMATCH CURRENCY
644,ORDER_650,REJECTED-INVALID LOT SIZE
645,ORDER_6480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
646,ORDER_6910,REJECTED-MISMATCH CURRENCY
647,ORDER_750,REJECTED-INVALID LOT SIZE
648,ORDER_7480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
649,ORDER_7910,REJECTED-MISMATCH CURRENCY
650,ORDER_850,REJECTED-INVALID LOT SIZE
651,ORDER_8480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
652,ORDER_8910,REJECTED-MISMATCH CURRENCY
653,ORDER_950,REJECTED-INVALID LOT SIZE
654,ORDER_9480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
655,ORDER_9910,REJECTED-MISMATCH CURRENCY
656,ORDER_1050,REJECTED-INVALID LOT SIZE
657,ORDER_10480,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
658,ORDER_10910,REJECTED-MISMATCH CURRENCY
659,ORDER_151,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
660,ORDER_2481,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
661,ORDER_3481,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
662,ORDER_3911,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
663,ORDER_451,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
664,ORDER_4911,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
665,ORDER_5481,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
666,ORDER_5911,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
667,ORDER_6481,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
668,ORDER_8481,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
669,ORDER_9911,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
670,ORDER_1051,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
671,ORDER_10911,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
672,ORDER_1912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
673,ORDER_352,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
674,ORDER_3482,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
675,ORDER_3912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
676,ORDER_4482,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
677,ORDER_652,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
678,ORDER_6482,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
679,ORDER_6912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
680,ORDER_7482,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
681,ORDER_7912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
682,ORDER_852,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
683,ORDER_8912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
684,ORDER_952,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
685,ORDER_9482,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
686,ORDER_9912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
687,ORDER_10482,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
688,ORDER_10912,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
689,ORDER_353,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
690,ORDER_3483,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
691,ORDER_4483,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
692,ORDER_553,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
693,ORDER_6913,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
694,ORDER_8483,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
695,ORDER_8913,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
696,ORDER_9913,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
697,ORDER_10483,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
698,ORDER_10913,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
699,ORDER_1484,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
700,ORDER_2914,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
701,ORDER_354,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
702,ORDER_3484,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
703,ORDER_454,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
704,ORDER_5484,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
705,ORDER_5914,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
706,ORDER_654,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
707,ORDER_6484,"REJECTED-POSITION CHECK FAILED{'INST_000': 0, 'INST_001': 0, 'INST_002': 0, 'INST_003': 0, 'INST_004': 0, 'INST_005': 0, 'INST_006': 0, 'INST_007': 0, 'INST_008': 0, 'INST_009': 0}"
